text,label,text_length
semoga an nanti bs menyaksikan upacara disitu betapa bangganya aq,positif,65.0
sumpah aku org jawa enak denger sound nya enak bnget,positif,52.0
trima kasih bpk joko widodo berserta anggotanya karena telah mewujudkan impian bpk presiden ir sukarno,positif,102.0
kalo bisa nanti ada tugu kas kalimantan yg brdiri kokoh di depan istana negara ,positif,80.0
sehat sllu pekerjan ikn,positif,23.0
pak jokowi sehat selalu,positif,23.0
bangga ya saudara yg di kalimantan jaga selalu ya ini tantangan besar buat saudara kita yg ada disana kelak akan ramai sekali pulau kalimantan,positif,142.0
gagah nya indonesia kuu,positif,23.0
jujur bangga banget karena ikn karya anak bangsa indonesia sendiri terimakasih pak jokowi membuat indonesia di pandang dunia,positif,124.0
insyallah nanti jadi salah satu penari yg akan ikut serta pada acara agustus di ikn semoga acara berjalan lancar »,positif,115.0
semoga indonesia semakin maju kedepan nya,positif,41.0
ini para pekerjanya pasti bangga membangun ikn,positif,46.0
gk sia jokowikerja kerasmu terbayarkan,positif,38.0
jaya indonesia,positif,14.0
yang kerja disana pasti bangga,positif,30.0
mantap uyyyy,positif,12.0
tmbah jauh q ke ibukonya ­ semoga makin maju indonesia kita,positif,59.0
wah keren ,positif,10.0
apalagi inspekturnya bpkjokowi ,positif,31.0
aku bangga lahir d indonesia,positif,28.0
si hijau,positif,8.0
sehat slalu pak dhe semoga indonesia bisa segera menjadi negara maju amiin,positif,74.0
tetap lh berdiri kokoh hingga akhir,positif,35.0
semoga nkri semakin berkibar dan berjaya,positif,40.0
barakallah moment yg paling bersejarah indonesia punya ibukota yg di bangun oleh putra putri indonesiaterima ksh pak jokowiwarga kalimantan,positif,139.0
moga jayalah indonesiaq ibu kota baru indonesia majulah terus,positif,61.0
sungguh indah karya kinerja pak jokowi beliau dalam hati pasti bangga mewarisi sejarah indah pada generasi penerus,positif,114.0
bagus kali pemandangan ikn,positif,26.0
musik kalimantan bikin adem,positif,27.0
tinggal beberapa bulan kedepan kita semua akan menyaksikan sejarah baru,positif,71.0
menyala indonesia kuhebat buat indonesia ku,positif,43.0
kerennn,positif,7.0
upacara terakhir presidenku menjabat sehat selalu,positif,49.0
terharu liatnya pa jokowi mg terbaik,positif,36.0
bangga lihat ikn indonesia jaya,positif,31.0
ikn bakal jdi kota maju sih,positif,27.0
andaikan aku juga bisa kerja disana walaupun serabutan aku akan menjadi bagian dari sejarah peradaban indonesia,positif,111.0
trimakasih buat semua muanya yg telah membangun salam hormat,positif,60.0
keren bangat,positif,12.0
sisi positif semaki modern nya indonesia,positif,40.0
liat makan siang gratis,positif,23.0
besarin nama mio mirza elit,positif,27.0
kenapa listrik nya model jadul ya ga langsung yang di tanam aja pasti bagus,positif,75.0
disini saya mengerti kenapa yang kaya semakin kaya,positif,50.0
memang harus begini presiden yg bagus uangnya lari ke pembangunan bukan ke perut,positif,80.0
ntr jadi juga nikmatin,positif,22.0
proyek untuk kesejahteran pejabat dan konglomerat,positif,49.0
gw orang jawa asli tinggal tapi di area desa gw mendukung projek ikn krn walau di tmpt sy masih desa pun sy merasa cukup beda lagi sama yg di indo timur yg pembangunan masih belum marak,positif,185.0
keren banget woi bisa kali loby investor disneyland buat bikin konsep kek disney jungle cruise di ikn,positif,101.0
yg nanya ikn tuh buat pejabat doang apa ga itu tuh bakal jdi kaya jakarta cm lbih tertata full pake kendaran listrik ya intinya lbih baik moga aja sdm di sana lbih bagus dri pd di jakarta,positif,187.0
saya bangga dan yakin ikn menjadi kebanggan rakyat indonesia,positif,60.0
lagi nunggu timnas main di ikn ,positif,31.0
semoga ikn berjalan lancar tanpa hambatan hingga selesai sesuai target,positif,70.0
pak anis keren kn bg?,positif,21.0
tabarakallah,positif,12.0
smg allah karuniakan kelancaran kemudahan ada banyak kemanfatan terutama indonesia timur amiin yra,positif,98.0
sat nya penghasil batubara sawit karet terbesar di indo berkembang bkn cmn melihat tapi jangan sampai menenggelamkan adat nya karna itu yg lbh penting,positif,150.0
mindset pak owi visionerdia melihat setidaknya tahun kedepan ikn akan menyamai jakarta sekarang bahkan lebih,positif,108.0
lebih bagus ikn daripada kota setara jakarta,positif,44.0
mnurut saya pak jokowi presiden terbaik indonesia,positif,49.0
271t bisa membantu pembagunan,positif,29.0
semoga cepat selesai,positif,20.0
terbaik didunia ­ ibu peri dunia khayalan dunia impiann sinetronn ­,positif,67.0
kereenn bangga saiia akhirnya pajak naik ukt naik tapera gaspoll hidup pejabat,positif,78.0
alah creator di kasih andil itu disitu,positif,38.0
ku simpan videomu bang wkwk,positif,27.0
dari pada 271t heheh,positif,20.0
jokowi is the best cuma pak jokowi yg berani memindahkan ikn,positif,60.0
harapan untuk menuju indonesia emas,positif,35.0
bng bro kl u yg ngomong w percaya karna pengalaman u dalam inves nyata,positif,70.0
alhamdulillah rumahku punya watas hektar di silkar km dekat mesjid an nur km dari kampus gunadarma,positif,98.0
sekarang sudah kerenbavus utk upacaramegah tp tidak semegah hidup rakyat,positif,72.0
dan setelah pak lurah game over ikn juga ikut game over,positif,55.0
wejokowi,positif,8.0
betul sih dengan begini senegaran bakalan joget tiap hari ok gas ok gas,positif,71.0
jokowi ter the best,positif,19.0
kata lucu harapan pemeratan,positif,27.0
bapak jokowi terbaik dia ramah poolll murah senyuman serius waktu ke tulungagung alhamdulilah bisa cium tanganya,positif,112.0
saya dan team turut membangun ikn walupun hanya memasang pintu gate otomatis,positif,76.0
yang untung investor brooo,positif,26.0
keren poll,positif,10.0
gagasan besar itu tantangannya jg besar pantang menyerah,positif,56.0
semoga aku masih bisa melihat kemajuan indonesia,positif,48.0
puji tuhan akhirnya setelah hidup dijaman purba semoga listrik bisa ngalir ke kalimantan barat utamnya didesa kami,positif,114.0
mantap harus kita hargai prestasi anak bangsa semoga indonesia makmur maju,positif,74.0
ibukota indah nasib masyarakat indah juga kh?,positif,45.0
pakde udah ambil keputusan yg baik kalo jawa di terusin bisa bisa overload kek india makanya dipindahin,positif,103.0
jokowi presiden terbaik,positif,23.0
sekarang belum terlihat hasilnyananti tahun kedepan akan membuat bangga rakyat indonesia,positif,88.0
kalo ada orang miskin tinggal dsitu itu keren tapi bisa kah ,positif,61.0
masih bagusan monumen bambu jt,positif,30.0
enakya yg kerja disana,positif,22.0
jakarta terlupakan,positif,18.0
proyek ikn biar ga bisa demo,positif,28.0
masih murah la kalau cuma 271t tak sebanding apa yg diambil rafael alun 271t bisa bangun ikn yg lengkap dengan fasilitas kretacepatnya,positif,134.0
catet yang video terakhir abang ini bakal jadi tempat bagus buat lihat gedung gedung kayak di korea,positif,99.0
cita bisa kerja di ikn,positif,22.0
jaya negaraku,positif,13.0
terbaik dalam sejarah indonesia pak jokowi,positif,42.0
hotel rs restaurant dll tentu akan bnyak menyerap tenaga kerja ,positif,64.0
pasar ya sebelah mna bang,positif,25.0
sekarang dianggap buang uangsomeday mungkin di akan bilang terim kasih pak jokowi,positif,81.0
yang komen orang cerdas semua,positif,29.0
tbiti dah setengah loh dan dipake orang aja lagi,positif,48.0
dan anda tidak menyesal telah berinvestasi good job ,positif,52.0
harapannegara semoga lekas jadi,positif,31.0
sedang menyaksikan baca komentar org si paling pinter,positif,53.0
ini ibu kota yang di bangun oleh presiden kita dan orang indonesia menyala abangqu,positif,82.0
bismillah,positif,9.0
hm menarik ini,positif,14.0
mendoakan yang terbaik untuk negara dan pemimpinnya kita ga bisa lihat skrg tapi nanti kita bisa berbangga untuk hal ini,positif,120.0
kelak ikm akan maju sprti pulau jawa dan jakarta dn prlu proses yg pnjng intinya sbr,positif,84.0
mantep biar ga dijawa mulu,positif,26.0
kita para rakyat tunggu aja insyallah dengan adanya ikn pasti indonesia menjadi negara maju,positif,91.0
emng knp bg kan bagus kota lebih makin maju,positif,43.0
coba aja ada kicir angin besar makin indah makin relatif ada plta,positif,65.0
yeees harapan pemeratan terhadap kami masyarakat indonesia timur,positif,64.0
pengen beli tanah disana buat koskosan,positif,38.0
seblm d endors sama setalh lebh tept nya,positif,40.0
pak jokowi itu visioner kalo utk skrg memang keliatan ga worth it apa yg dia kerjakan tp suatu sat nti akan menjadi legenda,positif,123.0
kalo berhasil berarti istana negara dari anak bangsa,positif,52.0
proyek pak nanang,positif,17.0
kalau udah jadi lancar negara indonesia bakal maju deh,positif,54.0
tonton sampe akhir,positif,18.0
ikn itu kota masa depan dan banyak negara negara maju yang bikin kota masa depan seperti ikn,positif,92.0
indonesian sedang membangun sejarah baru yg di ponasiin oleh pak jokowi,positif,71.0
dan yg pnya vt salah satu yg menikmati proyeknya udah biasa kok,positif,63.0
anis anis bisa aja li,positif,21.0
ni gau tambahin 271t,positif,20.0
respectt pak jokowii,positif,20.0
projek ni mau dibikin seperti putrajaya malaysia semoga succes bagus pemikiran pak jokowi majukan indonesia,positif,107.0
ikn menyala,positif,11.0
terima saja lah pembaharuan,positif,27.0
semoga indonesia terus maju salam dri malaysia,positif,46.0
harap cepat selesao ya,positif,22.0
ambisi besar,positif,12.0
slm knl dari asn bg ­,positif,21.0
welcom di ibukota ikn,positif,21.0
itu untuk kebaikan masa depan,positif,29.0
terinspirasi dari ibukota wakandapreeeeeeettt,positif,45.0
triliun kecil untuk indonesia sebesar ini biaya covit saja triliun lanjutkan p jokowi,positif,85.0
untung nya bagi rakyat,positif,22.0
baik aja bg,positif,11.0
gilak padahal dulu kayak gtu sekarang dah mirip kota banget pesat sekali pembangunannua,positif,87.0
nnti kita bisa main ke kalimantan ya,positif,36.0
gw bisa ngmong koq sama elon mas,positif,32.0
jilattt,positif,7.0
nanti tahun an akan beda lagi semoga semakin maju,positif,49.0
dah fix banyak konten kreator mulai jd sales karna ada amplop,positif,61.0
kontraktornya senyum tuhdalam hatiwoyy bayar invoicenya,positif,55.0
betuldalama membangun selalu ada pro kontra dan banyk gak ykin akan pembangunan itutp skrng pak jokowi benar memang bikin gebrakan dgn kota masa depan,positif,150.0
jokowi itu pinter bro jadi percaya aja,positif,38.0
sini saya bantu 271t,positif,20.0
kerja bagus pakde,positif,17.0
hahaha ngikut juga kan orang orang kayanya,positif,42.0
kenapa ikn bagus karna buat tuan pejabat yg ganteng dan angin juga amanah dan tidak pernah korupsi sampe 271t,positif,109.0
dari pada 271t di makan sendiri,positif,31.0
271t kako di ambil lumayan juga ya,positif,34.0
keren pa presiden,positif,17.0
suatu sat anak cucu keturunanmu akan menikmatinya,positif,49.0
saya bangga jd rakyat indonesia semakin tahun pemimpin negara ini menuju kesetaran dengan negara maju ,positif,102.0
terima kasih bang sdh kasih info buat kami luar biasa pa jokowi,positif,63.0
pak jokowi emang,positif,16.0
semua butuh proses,positif,18.0
gw akan cerita ke anak cucu gw bahwa dulu pernah ada presiden yg paling terbaik sepanjang masa dialah pak jokowi,positif,112.0
gua sihh dukung juga ikn mau gimana juga gua tetap ikut ikn jadi ibu kota baru,positif,78.0
smoga blackrock join investasi di ikn,positif,37.0
semoga ikn jadi supaya bisa saingan sama kota maju di negara lain,positif,65.0
percaya proses,positif,14.0
besarorang terkaya indonesia siap membangun indonesia semua itu dikerjakan oleh pihak swasta lokal(putra daerah) klik google orang terkaya indonesia,positif,148.0
untung prabowo menang jdi bisa lanjutin deh tuh proyek,positif,54.0
keren bang,positif,10.0
